Designator,Mid X,Mid Y,Rotation,Layer
C1,153.85,-45.1,270.0,top
L1,161.605,-44.423,90.0,top
LED1,137.27,-48.25,270.0,top
R1,153.0,-47.75,0.0,top
U1,156.55,-45.0,270.0,top
